sequence_id,coeff_0,coeff_1,coeff_2,coeff_3,param_0,param_1,param_2,param_3,sequence_path
18006,0.2177,0.2768,0.175,0.3305,-1.0,0.6218,0.3448,1.3119,/home/users/gangus/data_06-19-19_processed/sequence_18006.npy
2594,0.1041,0.439,0.1621,0.2948,-1.0,0.4111,0.7933,3.6528,/home/users/gangus/data_06-19-19_processed/sequence_2594.npy
4308,0.1216,0.5063,0.1858,0.1863,-1.0,0.154,0.5485,3.9146,/home/users/gangus/data_06-19-19_processed/sequence_4308.npy
521,0.3108,0.115,0.4581,0.1161,-1.0,0.2401,0.6137,5.3559,/home/users/gangus/data_06-19-19_processed/sequence_521.npy
788,0.3323,0.3385,0.1295,0.1997,-1.0,0.2253,0.1973,5.6447,/home/users/gangus/data_06-19-19_processed/sequence_788.npy
237,0.152,0.3895,0.3387,0.1198,-1.0,0.1495,0.6088,9.8768,/home/users/gangus/data_06-19-19_processed/sequence_237.npy
5944,0.1334,0.2681,0.3073,0.2912,-1.0,0.6838,0.1324,9.9645,/home/users/gangus/data_06-19-19_processed/sequence_5944.npy
14641,0.14800000000000002,0.1597,0.3608,0.3314,-1.0,0.4779,0.1872,9.4936,/home/users/gangus/data_06-19-19_processed/sequence_14641.npy
19583,0.3633,0.0932,0.1984,0.345,-1.0,0.8001,0.7018,5.6137,/home/users/gangus/data_06-19-19_processed/sequence_19583.npy
19791,0.166,0.3775,0.2021,0.2544,-1.0,0.17,0.6941,9.7149,/home/users/gangus/data_06-19-19_processed/sequence_19791.npy
16448,0.2729,0.0524,0.3496,0.3251,-1.0,0.4763,0.5027,8.8747,/home/users/gangus/data_06-19-19_processed/sequence_16448.npy
15013,0.2854,0.0106,0.3318,0.3722,-1.0,0.5001,0.2074,2.8007,/home/users/gangus/data_06-19-19_processed/sequence_15013.npy
3969,0.2856,0.0487,0.2984,0.3673,-1.0,0.2108,0.9815,6.7204,/home/users/gangus/data_06-19-19_processed/sequence_3969.npy
10403,0.1745,0.3479,0.1305,0.34700000000000003,-1.0,0.5429,0.46399999999999997,4.0373,/home/users/gangus/data_06-19-19_processed/sequence_10403.npy
2720,0.1832,0.0538,0.4027,0.3604,-1.0,0.5331,0.0393,5.0024,/home/users/gangus/data_06-19-19_processed/sequence_2720.npy
18200,0.2217,0.2382,0.2155,0.3245,-1.0,0.7596,0.8891,4.4673,/home/users/gangus/data_06-19-19_processed/sequence_18200.npy
5092,0.0226,0.3966,0.1908,0.39,-1.0,0.2443,0.828,1.1063,/home/users/gangus/data_06-19-19_processed/sequence_5092.npy
4821,0.0865,0.1732,0.3398,0.4004,-1.0,0.6391,0.6202,8.5513,/home/users/gangus/data_06-19-19_processed/sequence_4821.npy
4831,0.1045,0.233,0.2674,0.3951,-1.0,0.8796,0.0394,3.5294,/home/users/gangus/data_06-19-19_processed/sequence_4831.npy
17156,0.2344,0.2635,0.2392,0.2629,-1.0,0.3548,0.4062,2.9188,/home/users/gangus/data_06-19-19_processed/sequence_17156.npy
7955,0.1353,0.0992,0.1104,0.6551,-1.0,0.8039,0.7915,1.9954,/home/users/gangus/data_06-19-19_processed/sequence_7955.npy
1709,0.1119,0.132,0.527,0.2291,-1.0,0.4597,0.7889,2.7149,/home/users/gangus/data_06-19-19_processed/sequence_1709.npy
8135,0.3949,0.2715,0.028999999999999998,0.3046,-1.0,0.2233,0.7316,8.189,/home/users/gangus/data_06-19-19_processed/sequence_8135.npy
14801,0.5323,0.1417,0.1686,0.1574,-1.0,0.5406,0.948,3.9431,/home/users/gangus/data_06-19-19_processed/sequence_14801.npy
19625,0.1607,0.1129,0.6853,0.0412,-1.0,0.7397,0.201,8.7867,/home/users/gangus/data_06-19-19_processed/sequence_19625.npy
16791,0.5116,0.0489,0.4314,0.0081,-1.0,0.5077,0.4314,1.8112,/home/users/gangus/data_06-19-19_processed/sequence_16791.npy
13728,0.2237,0.187,0.4707,0.1186,-1.0,0.4784,0.3167,2.0524,/home/users/gangus/data_06-19-19_processed/sequence_13728.npy
17587,0.2371,0.0987,0.2733,0.3909,-1.0,0.6867,0.0576,5.5558,/home/users/gangus/data_06-19-19_processed/sequence_17587.npy
8540,0.0084,0.3934,0.4678,0.1304,-1.0,0.5115,0.8898,1.412,/home/users/gangus/data_06-19-19_processed/sequence_8540.npy
11330,0.2103,0.1921,0.3034,0.2943,-1.0,0.1857,0.5712,1.8355,/home/users/gangus/data_06-19-19_processed/sequence_11330.npy
11411,0.0462,0.1795,0.2554,0.5189,-1.0,0.4766,0.5498,9.3604,/home/users/gangus/data_06-19-19_processed/sequence_11411.npy
11062,0.3581,0.5151,0.0804,0.0465,-1.0,0.3072,0.6124,6.1539,/home/users/gangus/data_06-19-19_processed/sequence_11062.npy
18269,0.2729,0.2238,0.3459,0.1574,-1.0,0.5686,0.4123,7.0961,/home/users/gangus/data_06-19-19_processed/sequence_18269.npy
3711,0.3276,0.1018,0.3747,0.1959,-1.0,0.4054,0.5019,8.1845,/home/users/gangus/data_06-19-19_processed/sequence_3711.npy
9813,0.1373,0.2337,0.4196,0.2094,-1.0,0.1847,0.3812,3.6045,/home/users/gangus/data_06-19-19_processed/sequence_9813.npy
12708,0.3416,0.318,0.2026,0.1377,-1.0,0.7868,0.3019,2.461,/home/users/gangus/data_06-19-19_processed/sequence_12708.npy
17566,0.2399,0.3481,0.268,0.14400000000000002,-1.0,0.6890000000000001,0.6083,9.7915,/home/users/gangus/data_06-19-19_processed/sequence_17566.npy
9051,0.4664,0.002,0.4578,0.0739,-1.0,0.8602,0.7861,4.5236,/home/users/gangus/data_06-19-19_processed/sequence_9051.npy
12324,0.2863,0.4019,0.1806,0.1311,-1.0,0.3075,0.1813,9.0162,/home/users/gangus/data_06-19-19_processed/sequence_12324.npy
4094,0.3546,0.3195,0.2847,0.0412,-1.0,0.6654,0.2645,6.6273,/home/users/gangus/data_06-19-19_processed/sequence_4094.npy
1624,0.3951,0.0315,0.4954,0.078,-1.0,0.7588,0.6762,5.3902,/home/users/gangus/data_06-19-19_processed/sequence_1624.npy
16493,0.3429,0.3358,0.2159,0.1054,-1.0,0.2768,0.3626,1.1652,/home/users/gangus/data_06-19-19_processed/sequence_16493.npy
12819,0.5081,0.0351,0.0133,0.4435,-1.0,0.5884,0.1744,4.0657,/home/users/gangus/data_06-19-19_processed/sequence_12819.npy
7715,0.4071,0.0841,0.1643,0.3445,-1.0,0.6261,0.1409,1.3383,/home/users/gangus/data_06-19-19_processed/sequence_7715.npy
5659,0.2368,0.2092,0.433,0.121,-1.0,0.8345,0.2909,9.677,/home/users/gangus/data_06-19-19_processed/sequence_5659.npy
16593,0.3397,0.2048,0.0518,0.4037,-1.0,0.4245,0.3839,3.4189,/home/users/gangus/data_06-19-19_processed/sequence_16593.npy
5003,0.1366,0.1362,0.1684,0.5588,-1.0,0.535,0.1949,1.9903,/home/users/gangus/data_06-19-19_processed/sequence_5003.npy
6492,0.5938,0.0028,0.0844,0.319,-1.0,0.7261,0.672,5.5101,/home/users/gangus/data_06-19-19_processed/sequence_6492.npy
9274,0.0153,0.3407,0.2349,0.4091,-1.0,0.8023,0.5466,7.4518,/home/users/gangus/data_06-19-19_processed/sequence_9274.npy
17188,0.2939,0.379,0.0541,0.273,-1.0,0.2293,0.349,9.2002,/home/users/gangus/data_06-19-19_processed/sequence_17188.npy
18558,0.0985,0.43799999999999994,0.4391,0.0244,-1.0,0.3294,0.4054,9.7061,/home/users/gangus/data_06-19-19_processed/sequence_18558.npy
15830,0.266,0.2582,0.1413,0.3345,-1.0,0.1174,0.0423,7.8359,/home/users/gangus/data_06-19-19_processed/sequence_15830.npy
17363,0.359,0.3627,0.1212,0.1571,-1.0,0.2257,0.40399999999999997,9.9623,/home/users/gangus/data_06-19-19_processed/sequence_17363.npy
12140,0.2564,0.4181,0.2777,0.0477,-1.0,0.7411,0.2855,5.3205,/home/users/gangus/data_06-19-19_processed/sequence_12140.npy
6931,0.4641,0.4072,0.1261,0.0027,-1.0,0.7945,0.9885,2.9173,/home/users/gangus/data_06-19-19_processed/sequence_6931.npy
19742,0.0145,0.3928,0.0042,0.5885,-1.0,0.6091,0.4993,9.9379,/home/users/gangus/data_06-19-19_processed/sequence_19742.npy
16673,0.1467,0.255,0.4284,0.1699,-1.0,0.1346,0.2118,9.259,/home/users/gangus/data_06-19-19_processed/sequence_16673.npy
11021,0.1563,0.1541,0.3102,0.3794,-1.0,0.4373,0.0974,7.027,/home/users/gangus/data_06-19-19_processed/sequence_11021.npy
19058,0.4048,0.2218,0.2211,0.1522,-1.0,0.5567,0.4323,3.2844,/home/users/gangus/data_06-19-19_processed/sequence_19058.npy
17394,0.2367,0.3023,0.1325,0.3285,-1.0,0.2643,0.2562,5.2596,/home/users/gangus/data_06-19-19_processed/sequence_17394.npy
2268,0.1612,0.4272,0.1172,0.2944,-1.0,0.1159,0.2775,7.7028,/home/users/gangus/data_06-19-19_processed/sequence_2268.npy
11242,0.1885,0.4174,0.0182,0.3759,-1.0,0.6522,0.2393,2.4464,/home/users/gangus/data_06-19-19_processed/sequence_11242.npy
17403,0.3567,0.3177,0.1136,0.2119,-1.0,0.46299999999999997,0.3301,7.8044,/home/users/gangus/data_06-19-19_processed/sequence_17403.npy
14775,0.0019,0.7933,0.1185,0.0863,-1.0,0.5489999999999999,0.948,9.9837,/home/users/gangus/data_06-19-19_processed/sequence_14775.npy
13361,0.1951,0.4007,0.2258,0.1783,-1.0,0.3827,0.0711,1.4058,/home/users/gangus/data_06-19-19_processed/sequence_13361.npy
7032,0.0451,0.376,0.2789,0.3,-1.0,0.5272,0.6402,7.0546,/home/users/gangus/data_06-19-19_processed/sequence_7032.npy
1942,0.3391,0.1559,0.3375,0.1675,-1.0,0.4292,0.2203,4.3801,/home/users/gangus/data_06-19-19_processed/sequence_1942.npy
13842,0.3782,0.0989,0.4296,0.0932,-1.0,0.2544,0.0625,8.5653,/home/users/gangus/data_06-19-19_processed/sequence_13842.npy
12567,0.0744,0.3886,0.3078,0.2292,-1.0,0.8243,0.95,8.2215,/home/users/gangus/data_06-19-19_processed/sequence_12567.npy
15188,0.3398,0.2555,0.2655,0.1392,-1.0,0.7252,0.5966,7.8044,/home/users/gangus/data_06-19-19_processed/sequence_15188.npy
15783,0.175,0.1278,0.4813,0.2159,-1.0,0.8131,0.677,8.2135,/home/users/gangus/data_06-19-19_processed/sequence_15783.npy
6162,0.5042,0.2309,0.1968,0.0681,-1.0,0.8832,0.8411,9.8295,/home/users/gangus/data_06-19-19_processed/sequence_6162.npy
16387,0.3687,0.3187,0.2307,0.0819,-1.0,0.2182,0.0979,8.042,/home/users/gangus/data_06-19-19_processed/sequence_16387.npy
11231,0.2795,0.0922,0.5766,0.0517,-1.0,0.4859,0.20800000000000002,2.1631,/home/users/gangus/data_06-19-19_processed/sequence_11231.npy
2101,0.1558,0.2104,0.3737,0.2601,-1.0,0.8127,0.0647,8.2087,/home/users/gangus/data_06-19-19_processed/sequence_2101.npy
12531,0.1501,0.0001,0.3148,0.535,-1.0,0.4312,0.6545,4.8426,/home/users/gangus/data_06-19-19_processed/sequence_12531.npy
8217,0.4759,0.0372,0.1318,0.3551,-1.0,0.3475,0.5974,8.0288,/home/users/gangus/data_06-19-19_processed/sequence_8217.npy
7220,0.3877,0.1107,0.4569,0.0447,-1.0,0.2294,0.2493,5.1481,/home/users/gangus/data_06-19-19_processed/sequence_7220.npy
17780,0.3377,0.0065,0.2202,0.4356,-1.0,0.6952,0.3994,6.4352,/home/users/gangus/data_06-19-19_processed/sequence_17780.npy
14694,0.22,0.1163,0.2654,0.3983,-1.0,0.2662,0.4587,9.0771,/home/users/gangus/data_06-19-19_processed/sequence_14694.npy
13747,0.1692,0.3021,0.1885,0.3402,-1.0,0.7135,0.9561,5.2852,/home/users/gangus/data_06-19-19_processed/sequence_13747.npy
3123,0.3373,0.0933,0.1541,0.4153,-1.0,0.5267,0.2261,4.0265,/home/users/gangus/data_06-19-19_processed/sequence_3123.npy
15806,0.3883,0.1863,0.3954,0.03,-1.0,0.5574,0.366,1.3702,/home/users/gangus/data_06-19-19_processed/sequence_15806.npy
7692,0.2588,0.0015,0.3856,0.3541,-1.0,0.5821,0.5839,1.0729,/home/users/gangus/data_06-19-19_processed/sequence_7692.npy
8204,0.3025,0.0924,0.3431,0.262,-1.0,0.8016,0.5244,8.2938,/home/users/gangus/data_06-19-19_processed/sequence_8204.npy
7855,0.0984,0.0604,0.4009,0.4403,-1.0,0.1911,0.7062,5.7342,/home/users/gangus/data_06-19-19_processed/sequence_7855.npy
18864,0.3194,0.2211,0.1844,0.2751,-1.0,0.2173,0.067,9.3888,/home/users/gangus/data_06-19-19_processed/sequence_18864.npy
8556,0.0852,0.06,0.4562,0.3986,-1.0,0.4793,0.5993,8.1396,/home/users/gangus/data_06-19-19_processed/sequence_8556.npy
15561,0.1525,0.1564,0.3201,0.3711,-1.0,0.3719,0.6097,1.3125,/home/users/gangus/data_06-19-19_processed/sequence_15561.npy
16742,0.1065,0.1699,0.3991,0.3246,-1.0,0.2482,0.809,5.9035,/home/users/gangus/data_06-19-19_processed/sequence_16742.npy
3653,0.3945,0.3982,0.1284,0.0789,-1.0,0.5229,0.0695,4.4195,/home/users/gangus/data_06-19-19_processed/sequence_3653.npy
16560,0.1625,0.3437,0.3189,0.1749,-1.0,0.1875,0.2908,3.2225,/home/users/gangus/data_06-19-19_processed/sequence_16560.npy
11455,0.1325,0.1125,0.4703,0.2846,-1.0,0.6399,0.5586,2.541,/home/users/gangus/data_06-19-19_processed/sequence_11455.npy
17931,0.0631,0.207,0.3886,0.3413,-1.0,0.5624,0.6229,2.1984,/home/users/gangus/data_06-19-19_processed/sequence_17931.npy
7705,0.0405,0.1573,0.5508,0.2514,-1.0,0.3353,0.9662,2.8537,/home/users/gangus/data_06-19-19_processed/sequence_7705.npy
9668,0.3148,0.1275,0.2834,0.2743,-1.0,0.212,0.0566,9.7419,/home/users/gangus/data_06-19-19_processed/sequence_9668.npy
1972,0.3033,0.1782,0.2996,0.21899999999999997,-1.0,0.4599,0.2725,3.8068,/home/users/gangus/data_06-19-19_processed/sequence_1972.npy
17860,0.1953,0.4664,0.0553,0.28300000000000003,-1.0,0.5831,0.2039,3.2809,/home/users/gangus/data_06-19-19_processed/sequence_17860.npy
12838,0.4929,0.1542,0.1621,0.1909,-1.0,0.3254,0.7955,9.3726,/home/users/gangus/data_06-19-19_processed/sequence_12838.npy
10899,0.1666,0.5604,0.0182,0.2548,-1.0,0.5541,0.7928,6.6803,/home/users/gangus/data_06-19-19_processed/sequence_10899.npy
7166,0.4267,0.0967,0.2776,0.1991,-1.0,0.1332,0.3729,6.6644,/home/users/gangus/data_06-19-19_processed/sequence_7166.npy
3395,0.1563,0.2832,0.3595,0.2009,-1.0,0.1396,0.263,6.3723,/home/users/gangus/data_06-19-19_processed/sequence_3395.npy
19537,0.2738,0.2146,0.2314,0.2801,-1.0,0.1524,0.4007,9.092,/home/users/gangus/data_06-19-19_processed/sequence_19537.npy
2817,0.2576,0.2923,0.3003,0.1498,-1.0,0.1694,0.4224,3.4253,/home/users/gangus/data_06-19-19_processed/sequence_2817.npy
465,0.1016,0.0458,0.4369,0.4157,-1.0,0.7349,0.9252,1.8762,/home/users/gangus/data_06-19-19_processed/sequence_465.npy
2610,0.3981,0.0205,0.2607,0.3208,-1.0,0.2143,0.3103,1.2975,/home/users/gangus/data_06-19-19_processed/sequence_2610.npy
11252,0.5602,0.0646,0.1879,0.1873,-1.0,0.2245,0.7803,9.2037,/home/users/gangus/data_06-19-19_processed/sequence_11252.npy
5750,0.2117,0.3369,0.1226,0.3288,-1.0,0.6872,0.2318,1.6388,/home/users/gangus/data_06-19-19_processed/sequence_5750.npy
5068,0.3484,0.0116,0.3028,0.3372,-1.0,0.8641,0.9402,2.1747,/home/users/gangus/data_06-19-19_processed/sequence_5068.npy
19972,0.4591,0.17,0.094,0.2769,-1.0,0.589,0.6136,1.1959,/home/users/gangus/data_06-19-19_processed/sequence_19972.npy
7187,0.239,0.3446,0.1389,0.2775,-1.0,0.6929,0.4918,2.5054,/home/users/gangus/data_06-19-19_processed/sequence_7187.npy
4883,0.0366,0.3699,0.2831,0.3105,-1.0,0.2302,0.6094,5.5449,/home/users/gangus/data_06-19-19_processed/sequence_4883.npy
4325,0.1483,0.1689,0.6723,0.0105,-1.0,0.2085,0.1192,5.7594,/home/users/gangus/data_06-19-19_processed/sequence_4325.npy
2763,0.4853,0.2197,0.1522,0.1428,-1.0,0.3,0.0453,5.0477,/home/users/gangus/data_06-19-19_processed/sequence_2763.npy
2651,0.0428,0.2823,0.3251,0.3498,-1.0,0.3354,0.2565,5.6918,/home/users/gangus/data_06-19-19_processed/sequence_2651.npy
5177,0.1803,0.4728,0.0859,0.2611,-1.0,0.3111,0.8996,1.469,/home/users/gangus/data_06-19-19_processed/sequence_5177.npy
10812,0.7537,0.0233,0.049,0.1739,-1.0,0.7837,0.16399999999999998,2.9453,/home/users/gangus/data_06-19-19_processed/sequence_10812.npy
17830,0.2354,0.2367,0.188,0.3399,-1.0,0.2134,0.6583,6.246,/home/users/gangus/data_06-19-19_processed/sequence_17830.npy
2062,0.3423,0.1199,0.3758,0.162,-1.0,0.1461,0.4928,5.0645,/home/users/gangus/data_06-19-19_processed/sequence_2062.npy
11961,0.2721,0.2663,0.222,0.2396,-1.0,0.8320000000000001,0.8752,6.1062,/home/users/gangus/data_06-19-19_processed/sequence_11961.npy
4096,0.3502,0.4669,0.0738,0.1091,-1.0,0.2003,0.3831,6.499,/home/users/gangus/data_06-19-19_processed/sequence_4096.npy
9186,0.2577,0.1913,0.2496,0.3014,-1.0,0.6292,0.8529,5.9835,/home/users/gangus/data_06-19-19_processed/sequence_9186.npy
15067,0.1665,0.226,0.2331,0.3743,-1.0,0.7908,0.2598,2.3088,/home/users/gangus/data_06-19-19_processed/sequence_15067.npy
3631,0.3104,0.3083,0.2705,0.1108,-1.0,0.815,0.9372,1.8317,/home/users/gangus/data_06-19-19_processed/sequence_3631.npy
5247,0.0722,0.4708,0.2422,0.2147,-1.0,0.664,0.7488,7.5078,/home/users/gangus/data_06-19-19_processed/sequence_5247.npy
12187,0.0416,0.4108,0.4474,0.1001,-1.0,0.7805,0.1272,7.2363,/home/users/gangus/data_06-19-19_processed/sequence_12187.npy
10648,0.5396,0.1272,0.0739,0.2593,-1.0,0.7711,0.4667,1.3346,/home/users/gangus/data_06-19-19_processed/sequence_10648.npy
4266,0.3314,0.048,0.2459,0.3748,-1.0,0.2816,0.6571,1.9205,/home/users/gangus/data_06-19-19_processed/sequence_4266.npy
2575,0.0146,0.4001,0.1969,0.3884,-1.0,0.3797,0.2332,1.8949,/home/users/gangus/data_06-19-19_processed/sequence_2575.npy
2563,0.4419,0.0417,0.2136,0.3027,-1.0,0.1835,0.8559,6.7964,/home/users/gangus/data_06-19-19_processed/sequence_2563.npy
19205,0.1166,0.1406,0.6095,0.1333,-1.0,0.3821,0.5253,5.6516,/home/users/gangus/data_06-19-19_processed/sequence_19205.npy
3649,0.091,0.2833,0.2358,0.39,-1.0,0.5402,0.5144,9.2937,/home/users/gangus/data_06-19-19_processed/sequence_3649.npy
8330,0.1864,0.2301,0.3629,0.2207,-1.0,0.3986,0.8893,2.7711,/home/users/gangus/data_06-19-19_processed/sequence_8330.npy
19039,0.4569,0.1896,0.0595,0.294,-1.0,0.2061,0.9251,3.8515,/home/users/gangus/data_06-19-19_processed/sequence_19039.npy
9762,0.2813,0.1819,0.3435,0.1933,-1.0,0.5299,0.8888,7.9628,/home/users/gangus/data_06-19-19_processed/sequence_9762.npy
9028,0.2378,0.2864,0.2375,0.2382,-1.0,0.1585,0.2239,4.4353,/home/users/gangus/data_06-19-19_processed/sequence_9028.npy
3557,0.4373,0.19899999999999998,0.0435,0.3202,-1.0,0.5161,0.3716,3.667,/home/users/gangus/data_06-19-19_processed/sequence_3557.npy
13387,0.3797,0.0294,0.2139,0.377,-1.0,0.4946,0.08199999999999999,7.0012,/home/users/gangus/data_06-19-19_processed/sequence_13387.npy
16126,0.6575,0.0873,0.1492,0.1059,-1.0,0.8759999999999999,0.2631,4.0068,/home/users/gangus/data_06-19-19_processed/sequence_16126.npy
3085,0.2195,0.0523,0.4262,0.302,-1.0,0.447,0.8395,5.1454,/home/users/gangus/data_06-19-19_processed/sequence_3085.npy
16455,0.3599,0.0175,0.2888,0.3339,-1.0,0.4278,0.6686,9.2858,/home/users/gangus/data_06-19-19_processed/sequence_16455.npy
4797,0.1734,0.2385,0.2955,0.2925,-1.0,0.23,0.9018,4.4601,/home/users/gangus/data_06-19-19_processed/sequence_4797.npy
3261,0.0427,0.1398,0.441,0.3766,-1.0,0.2951,0.6467,4.4725,/home/users/gangus/data_06-19-19_processed/sequence_3261.npy
8720,0.5265,0.1088,0.0836,0.2812,-1.0,0.6316,0.5104,7.0307,/home/users/gangus/data_06-19-19_processed/sequence_8720.npy
6757,0.2599,0.1425,0.1398,0.4579,-1.0,0.6165,0.2698,9.2938,/home/users/gangus/data_06-19-19_processed/sequence_6757.npy
17933,0.4718,0.315,0.0298,0.1835,-1.0,0.8649,0.7120000000000001,2.2994,/home/users/gangus/data_06-19-19_processed/sequence_17933.npy
2521,0.4418,0.0931,0.1984,0.2667,-1.0,0.7123,0.0613,3.8786,/home/users/gangus/data_06-19-19_processed/sequence_2521.npy
654,0.2488,0.1643,0.2496,0.3373,-1.0,0.5185,0.4363,1.1072,/home/users/gangus/data_06-19-19_processed/sequence_654.npy
12874,0.3176,0.0296,0.2943,0.3585,-1.0,0.3788,0.3373,8.3173,/home/users/gangus/data_06-19-19_processed/sequence_12874.npy
17385,0.2762,0.3496,0.0573,0.3169,-1.0,0.8986,0.2512,4.221,/home/users/gangus/data_06-19-19_processed/sequence_17385.npy
5136,0.1119,0.373,0.1541,0.361,-1.0,0.6897,0.3342,4.8822,/home/users/gangus/data_06-19-19_processed/sequence_5136.npy
2715,0.4059,0.4457,0.1304,0.0181,-1.0,0.3833,0.0861,8.1691,/home/users/gangus/data_06-19-19_processed/sequence_2715.npy
13245,0.33399999999999996,0.1423,0.0599,0.4639,-1.0,0.7982,0.6964,2.8552,/home/users/gangus/data_06-19-19_processed/sequence_13245.npy
5573,0.4167,0.2308,0.1662,0.1862,-1.0,0.7639,0.7062,3.7947,/home/users/gangus/data_06-19-19_processed/sequence_5573.npy
2423,0.3387,0.1995,0.3105,0.1513,-1.0,0.8723,0.0514,8.0961,/home/users/gangus/data_06-19-19_processed/sequence_2423.npy
3828,0.2945,0.4113,0.2418,0.0523,-1.0,0.6568,0.6722,9.2841,/home/users/gangus/data_06-19-19_processed/sequence_3828.npy
17387,0.2562,0.142,0.40700000000000003,0.1948,-1.0,0.5231,0.7974,2.8174,/home/users/gangus/data_06-19-19_processed/sequence_17387.npy
9832,0.1115,0.3651,0.3352,0.1882,-1.0,0.4306,0.0533,7.5096,/home/users/gangus/data_06-19-19_processed/sequence_9832.npy
17270,0.1205,0.027999999999999997,0.4127,0.4388,-1.0,0.5121,0.0415,9.6415,/home/users/gangus/data_06-19-19_processed/sequence_17270.npy
13271,0.1281,0.1138,0.3669,0.3912,-1.0,0.1251,0.6993,2.1778,/home/users/gangus/data_06-19-19_processed/sequence_13271.npy
4704,0.2054,0.3429,0.2073,0.2443,-1.0,0.2765,0.7554,5.1922,/home/users/gangus/data_06-19-19_processed/sequence_4704.npy
10638,0.4376,0.0883,0.3673,0.1067,-1.0,0.3731,0.5187,5.7375,/home/users/gangus/data_06-19-19_processed/sequence_10638.npy
13853,0.0849,0.1785,0.3574,0.3792,-1.0,0.8797,0.474,2.5627,/home/users/gangus/data_06-19-19_processed/sequence_13853.npy
3133,0.3555,0.1452,0.0353,0.46399999999999997,-1.0,0.8819,0.701,3.1675,/home/users/gangus/data_06-19-19_processed/sequence_3133.npy
7059,0.5471,0.1068,0.3246,0.0215,-1.0,0.1755,0.9169,6.2044,/home/users/gangus/data_06-19-19_processed/sequence_7059.npy
16294,0.3902,0.1163,0.3184,0.1751,-1.0,0.6533,0.1654,8.1146,/home/users/gangus/data_06-19-19_processed/sequence_16294.npy
13042,0.2801,0.3135,0.3932,0.0132,-1.0,0.2029,0.0881,3.1887,/home/users/gangus/data_06-19-19_processed/sequence_13042.npy
10376,0.2886,0.2435,0.1791,0.2888,-1.0,0.609,0.537,7.7308,/home/users/gangus/data_06-19-19_processed/sequence_10376.npy
10156,0.2805,0.0394,0.3675,0.3126,-1.0,0.1545,0.5302,5.7833,/home/users/gangus/data_06-19-19_processed/sequence_10156.npy
4961,0.4758,0.1641,0.3424,0.0177,-1.0,0.6596,0.2535,3.1488,/home/users/gangus/data_06-19-19_processed/sequence_4961.npy
8988,0.1797,0.5988,0.1716,0.0499,-1.0,0.6592,0.8689,5.7969,/home/users/gangus/data_06-19-19_processed/sequence_8988.npy
3361,0.1594,0.3407,0.1288,0.3711,-1.0,0.575,0.8916,5.3885,/home/users/gangus/data_06-19-19_processed/sequence_3361.npy
19046,0.3585,0.1676,0.4221,0.0518,-1.0,0.1201,0.3474,5.5724,/home/users/gangus/data_06-19-19_processed/sequence_19046.npy
18762,0.09300000000000001,0.4983,0.0082,0.4005,-1.0,0.4764,0.1612,3.0013,/home/users/gangus/data_06-19-19_processed/sequence_18762.npy
13730,0.354,0.1637,0.1494,0.3329,-1.0,0.1725,0.7691,8.9978,/home/users/gangus/data_06-19-19_processed/sequence_13730.npy
5702,0.0983,0.2037,0.3015,0.3965,-1.0,0.4644,0.6848,4.2284,/home/users/gangus/data_06-19-19_processed/sequence_5702.npy
9227,0.4022,0.2921,0.0436,0.2622,-1.0,0.3261,0.7937,3.8217,/home/users/gangus/data_06-19-19_processed/sequence_9227.npy
12019,0.0744,0.6125,0.2142,0.0989,-1.0,0.8009999999999999,0.7123,4.9632,/home/users/gangus/data_06-19-19_processed/sequence_12019.npy
15927,0.6652,0.16,0.1059,0.0689,-1.0,0.4782,0.6634,7.706,/home/users/gangus/data_06-19-19_processed/sequence_15927.npy
8613,0.2447,0.2283,0.2265,0.3005,-1.0,0.2689,0.3371,5.2934,/home/users/gangus/data_06-19-19_processed/sequence_8613.npy
5282,0.3023,0.3083,0.2627,0.1267,-1.0,0.2747,0.2095,8.0419,/home/users/gangus/data_06-19-19_processed/sequence_5282.npy
19133,0.2603,0.3375,0.2932,0.1091,-1.0,0.2402,0.5553,8.5318,/home/users/gangus/data_06-19-19_processed/sequence_19133.npy
7146,0.4243,0.1329,0.1216,0.3212,-1.0,0.8190000000000001,0.3782,1.2907,/home/users/gangus/data_06-19-19_processed/sequence_7146.npy
14580,0.4052,0.2929,0.0793,0.2226,-1.0,0.129,0.06,5.7814,/home/users/gangus/data_06-19-19_processed/sequence_14580.npy
570,0.3252,0.4328,0.0498,0.1922,-1.0,0.5748,0.5484,7.3659,/home/users/gangus/data_06-19-19_processed/sequence_570.npy
11310,0.2346,0.2851,0.2483,0.2319,-1.0,0.8909,0.6516,6.3978,/home/users/gangus/data_06-19-19_processed/sequence_11310.npy
16242,0.0829,0.0776,0.2982,0.5413,-1.0,0.6829,0.5695,1.2955,/home/users/gangus/data_06-19-19_processed/sequence_16242.npy
15991,0.1852,0.3083,0.2819,0.2246,-1.0,0.8879,0.2406,1.3893,/home/users/gangus/data_06-19-19_processed/sequence_15991.npy
13097,0.4226,0.39299999999999996,0.1749,0.0095,-1.0,0.2032,0.5852,2.0844,/home/users/gangus/data_06-19-19_processed/sequence_13097.npy
13618,0.3073,0.1827,0.4625,0.0475,-1.0,0.3252,0.7403,9.6606,/home/users/gangus/data_06-19-19_processed/sequence_13618.npy
17208,0.3143,0.3269,0.3007,0.0581,-1.0,0.6918,0.1544,6.4011,/home/users/gangus/data_06-19-19_processed/sequence_17208.npy
